delLi,delVi,egoLocationX,egoLocationY,egoLocationZ,egoVelocityX,egoVelocityY,egoVelocityZ,egoAngularVelocityX,egoAngularVelocityY,egoAngularVelocityZ,egoHeading,obstacleLocationX,obstacleLocationY,obstacleLocationZ,obstacleHeading,obstacleVelocityX,obstacleVelocityY,obstacleVelocityZ,obstacleLength,obstacleWidth,obstacleHeight,obstacleBoundingBoxPointsP1X,obstacleBoundingBoxPointsP1Y,obstacleBoundingBoxPointsP2X,obstacleBoundingBoxPointsP2Y,obstacleBoundingBoxPointsP3X,obstacleBoundingBoxPointsP3Y,obstacleBoundingBoxPointsP4X,obstacleBoundingBoxPointsP4Y,obstacleType
-12.126940800068104,0.15199015913575575,-89.47042846679688,0.10342080146074295,-0.02208618074655533,6.241449356079102,-0.5328395366668701,-0.0013226349838078022,0.20354637503623962,0.5523886680603027,-4.320857048034668,-3.7897348403930664,-76.5465087890625,0.489001601934433,-0.05539432540535927,0.31786075234413147,6.112086772918701,0.027979625388979912,-0.012002738192677498,2.1907684803009033,0.7662330269813538,1.6345058679580688,-75.4532699584961,0.878189206123352,-75.44902038574219,0.11196791380643845,-77.6397476196289,0.09981422871351242,-77.64399719238281,0.866035521030426,vehicle
-11.933973310345857,0.1950233285101799,-88.96189880371094,0.06287403404712677,-0.021706199273467064,6.190954685211182,-0.5453253984451294,-0.0015362309059128165,0.27388352155685425,0.44863829016685486,-3.6112868785858154,-4.112611770629883,-76.04328155517578,0.491612046957016,-0.054332368075847626,0.32624921202659607,6.01981782913208,0.02969088964164257,-0.011700698174536228,2.1907684803009033,0.7662330269813538,1.6345058679580688,-74.9500961303711,0.880959689617157,-74.94573211669922,0.11473904550075531,-77.13646697998047,0.10226462036371231,-77.14083099365234,0.8684852719306946,vehicle
-11.502633484561546,0.12945369470573986,-88.12005615234375,-0.016339898109436035,-0.02128780260682106,6.060922622680664,-0.717984676361084,-0.0021466936450451612,-0.8217624425888062,0.5256061553955078,-7.606326103210449,-4.824678897857666,-75.21965026855469,0.4959241449832916,-0.05200813338160515,0.3333767056465149,5.973752975463867,0.03238613158464432,-0.009195654653012753,2.1907684803009033,0.7662330269813538,1.6345058679580688,-74.12651824951172,0.8854077458381653,-74.12205505371094,0.11918767541646957,-76.31278228759766,0.10644073784351349,-76.31724548339844,0.872660756111145,vehicle
-11.238912129373585,0.16700281038680576,-87.5771255493164,-0.07690130174160004,-0.021180113777518272,5.9845499992370605,-0.7666844129562378,-0.002325953682884574,0.1287909746170044,0.3750854432582855,-7.806499481201172,-5.475679874420166,-74.6950454711914,0.4986497759819031,-0.05047919973731041,0.3356379270553589,5.86635160446167,0.03514235094189644,-0.003617033362388611,2.1907684803009033,0.7662330269813538,1.6345058679580688,-73.6019287109375,0.8881765007972717,-73.5974349975586,0.12195662409067154,-75.78816223144531,0.10912322252988815,-75.79265594482422,0.8753430843353271,vehicle
-11.021866721488095,0.401851059471956,-86.84962463378906,-0.16453787684440613,-0.021220091730356216,5.918757915496826,-0.8003330826759338,-0.002443809760734439,0.37466099858283997,0.04543829709291458,-5.0154709815979,-6.22754430770874,-73.998291015625,0.5024077296257019,-0.04864519089460373,0.33060210943222046,5.570669651031494,0.03379460796713829,0.0024008143227547407,2.1907684803009033,0.7662330269813538,1.6345058679580688,-72.90513610839844,0.8918383717536926,-72.90071868896484,0.1256180852651596,-75.09144592285156,0.11297722905874252,-75.09586334228516,0.8791974782943726,vehicle
-10.703957430580786,0.2591081887649116,-86.27522277832031,-0.23786157369613647,-0.021339071914553642,5.831072807312012,-0.8132427930831909,-0.002486966783180833,0.3310733139514923,0.1180739775300026,-5.1500349044799805,-6.716527938842773,-73.45065307617188,0.5053091049194336,-0.0477323904633522,0.3217642605304718,5.628302574157715,0.03307028114795685,0.005411067046225071,2.1907684803009033,0.7662330269813538,1.6345058679580688,-72.35743713378906,0.8945711255073547,-72.35313415527344,0.1283501535654068,-74.54386901855469,0.11604722589254379,-74.54817199707031,0.8822681903839111,vehicle
-10.393772215823969,0.4336666934311575,-85.73723602294922,-0.3354824483394623,-0.021356696262955666,5.6373820304870605,-1.3880501985549927,-0.0040173614397645,-4.659152030944824,0.8970752954483032,-19.690786361694336,-7.968270778656006,-72.93575286865234,0.50801682472229,-0.046880073845386505,0.313147634267807,5.372001647949219,0.029653584584593773,0.0061171045526862144,2.1907684803009033,0.7662330269813538,1.6345058679580688,-71.84248352050781,0.8971144556999207,-71.83829498291016,0.1308928281068802,-74.02902221679688,0.11891935765743256,-74.03321075439453,0.8851409554481506,vehicle
-10.200298672851199,0.3432624765814598,-85.27690887451172,-0.44269201159477234,-0.021508406847715378,5.529781341552734,-1.6000123023986816,-0.004591288510710001,-0.8442695140838623,0.19313111901283264,-22.164859771728516,-9.794965744018555,-72.4862289428711,0.5103350877761841,-0.04677703604102135,0.30638742446899414,5.41326904296875,0.028241820633411407,0.0060419985093176365,2.1907684803009033,0.7662330269813538,1.6345058679580688,-71.39291381835938,0.8993037343025208,-71.3888168334961,0.1330816149711609,-73.57954406738281,0.12136661261320114,-73.5836410522461,0.8875887393951416,vehicle
-9.69870678745888,-0.3714999407819697,-84.55908966064453,-0.63353431224823,-0.02202041633427143,5.367493629455566,-1.7427146434783936,-0.004684406332671642,0.9628815054893494,-0.05816967785358429,-20.270709991455078,-12.552142143249512,-71.73577117919922,0.5141462087631226,-0.04994707182049751,0.29977911710739136,6.014743328094482,0.029803499579429626,0.0060919527895748615,2.1907684803009033,0.7662330269813538,1.6345058679580688,-70.64241027832031,0.9029887318611145,-70.63839721679688,0.13676616549491882,-72.82913208007812,0.12530383467674255,-72.83314514160156,0.8915264010429382,vehicle
-9.382764287942475,-0.5157371182418276,-84.09207153320312,-0.7709320187568665,-0.02239505760371685,5.28485107421875,-1.7935965061187744,-0.004738440737128258,1.0425598621368408,-0.13263481855392456,-17.08377456665039,-14.060293197631836,-71.21538543701172,0.5167776942253113,-0.051581017673015594,0.2990729510784149,6.096580505371094,0.029887642711400986,0.005832351744174957,2.1907684803009033,0.7662330269813538,1.6345058679580688,-70.12201690673828,0.905606746673584,-70.1180191040039,0.13938412070274353,-72.30875396728516,0.1279488056898117,-72.31275177001953,0.8941713571548462,vehicle
